locator_domain,page_url,location_name,street_address,city,state,zip,store_number,phone,latitude,longitude,hours_of_operation,country_code,location_type
key.com,https://www.key.com/loc/DirectorServlet?action=getEntities&entity=BRCH&entity=ATM&entity=MCD&lat=38.833797454833984&lng=-104.82144927978516&distance=1000&callback=myJsonpCallback,Loaf N Jug,5950 S Holly St,Englewood,CO,80111,ATMKR002284,<MISSING>,39.608198,-104.922426,12:00am - 12:00am Sun-Sat,USA,ATM
key.com,https://www.key.com/loc/DirectorServlet?action=getEntities&entity=BRCH&entity=ATM&entity=MCD&lat=38.833797454833984&lng=-104.82144927978516&distance=1000&callback=myJsonpCallback,Walgreens,20051 E Smoky Hill Rd,Aurora,CO,80015,ATMWL004470,<MISSING>,39.612101,-104.754389,12:00am - 12:00am Sun-Sat,USA,ATM
key.com,https://www.key.com/loc/DirectorServlet?action=getEntities&entity=BRCH&entity=ATM&entity=MCD&lat=38.833797454833984&lng=-104.82144927978516&distance=1000&callback=myJsonpCallback,Loaf N Jug,173 Bull Dogger Rd,Bailey,CO,80421,ATMKR002536,<MISSING>,39.439988,-105.453669,12:00am - 12:00am Sun-Sat,USA,ATM
key.com,https://www.key.com/loc/DirectorServlet?action=getEntities&entity=BRCH&entity=ATM&entity=MCD&lat=38.833797454833984&lng=-104.82144927978516&distance=1000&callback=myJsonpCallback,Loaf N Jug,19853 E Smoky Hill Rd,Centennial,CO,80015,ATMKR002305,<MISSING>,39.613236,-104.756514,12:00am - 12:00am Sun-Sat,USA,ATM
key.com,https://www.key.com/loc/DirectorServlet?action=getEntities&entity=BRCH&entity=ATM&entity=MCD&lat=38.833797454833984&lng=-104.82144927978516&distance=1000&callback=myJsonpCallback,Walgreens,7496 S Simms St,Littleton,CO,80127,ATMWL003510,<MISSING>,39.581401,-105.128307,12:00am - 12:00am Sun-Sat,USA,ATM
key.com,https://www.key.com/loc/DirectorServlet?action=getEntities&entity=BRCH&entity=ATM&entity=MCD&lat=38.833797454833984&lng=-104.82144927978516&distance=1000&callback=myJsonpCallback,Ken Caryl,7551 Shaffer Pkwy,Littleton,CO,80127,ATMKB0739,<MISSING>,39.579479,-105.137474,24 Hour Access,USA,ATM
key.com,https://www.key.com/loc/DirectorServlet?action=getEntities&entity=BRCH&entity=ATM&entity=MCD&lat=38.833797454833984&lng=-104.82144927978516&distance=1000&callback=myJsonpCallback,Ken Caryl,7551 Shaffer Parkway,Littleton,CO,80127,BRCH06180343,720-922-2200,39.579479,-105.137474,9:00am - 5:00pm Mon - Thu 9:00am - 6:00pm Fri,USA,branch
key.com,https://www.key.com/loc/DirectorServlet?action=getEntities&entity=BRCH&entity=ATM&entity=MCD&lat=38.833797454833984&lng=-104.82144927978516&distance=1000&callback=myJsonpCallback,Badger Basin Country Store,12551 US Hwy 24,Hartsel,CO,80449,ATMCR011156,<MISSING>,39.021491,-105.798124,12:00am - 12:00am Sun-Sat,USA,ATM
key.com,https://www.key.com/loc/DirectorServlet?action=getEntities&entity=BRCH&entity=ATM&entity=MCD&lat=38.833797454833984&lng=-104.82144927978516&distance=1000&callback=myJsonpCallback,Walgreens,6789 W Coal Mine Ave,Littleton,CO,80123,ATMWL006284,<MISSING>,39.595860,-105.072044,12:00am - 12:00am Sun-Sat,USA,ATM
key.com,https://www.key.com/loc/DirectorServlet?action=getEntities&entity=BRCH&entity=ATM&entity=MCD&lat=38.833797454833984&lng=-104.82144927978516&distance=1000&callback=myJsonpCallback,Safeway,27152 Main St,Conifer,CO,80433,ATMSW001302,<MISSING>,39.527292,-105.303393,12:00am - 12:00am Sun-Sat,USA,ATM
key.com,https://www.key.com/loc/DirectorServlet?action=getEntities&entity=BRCH&entity=ATM&entity=MCD&lat=38.833797454833984&lng=-104.82144927978516&distance=1000&callback=myJsonpCallback,Mirage Sports Bar,8340 W Coal Mine Ave,Littleton,CO,80123,ATMTX33813,<MISSING>,39.594275,-105.090336,12:00am - 12:00am Sun-Sat,USA,ATM
key.com,https://www.key.com/loc/DirectorServlet?action=getEntities&entity=BRCH&entity=ATM&entity=MCD&lat=38.833797454833984&lng=-104.82144927978516&distance=1000&callback=myJsonpCallback,Safeway,27102 Main St,Conifer,CO,80433,ATMSW000881,<MISSING>,39.529008,-105.303652,12:00am - 12:00am Sun-Sat,USA,ATM
key.com,https://www.key.com/loc/DirectorServlet?action=getEntities&entity=BRCH&entity=ATM&entity=MCD&lat=38.833797454833984&lng=-104.82144927978516&distance=1000&callback=myJsonpCallback,Walgreens,16950 E Smoky Hill Rd,Centennial,CO,80015,ATMWL003148,<MISSING>,39.625334,-104.790705,12:00am - 12:00am Sun-Sat,USA,ATM
key.com,https://www.key.com/loc/DirectorServlet?action=getEntities&entity=BRCH&entity=ATM&entity=MCD&lat=38.833797454833984&lng=-104.82144927978516&distance=1000&callback=myJsonpCallback,Belleview Promenade,8000 East Belleview Ave,Greenwood Village,CO,80111,BRCH06180624,303-804-2660,39.623714,-104.896011,9:00am - 5:00pm Mon - Thu 9:00am - 6:00pm Fri,USA,branch
key.com,https://www.key.com/loc/DirectorServlet?action=getEntities&entity=BRCH&entity=ATM&entity=MCD&lat=38.833797454833984&lng=-104.82144927978516&distance=1000&callback=myJsonpCallback,Belleview Promenade,8000 E Belleview Ave,Greenwood Village,CO,80111,ATMKB0741,<MISSING>,39.623714,-104.896011,24 Hour Access,USA,ATM
key.com,https://www.key.com/loc/DirectorServlet?action=getEntities&entity=BRCH&entity=ATM&entity=MCD&lat=38.833797454833984&lng=-104.82144927978516&distance=1000&callback=myJsonpCallback,Smoky Hill & Buckley,16796 E Smoky Hill Rd,Centennial,CO,80015,ATMKB0747,<MISSING>,39.626129,-104.792824,24 Hour Access,USA,ATM
key.com,https://www.key.com/loc/DirectorServlet?action=getEntities&entity=BRCH&entity=ATM&entity=MCD&lat=38.833797454833984&lng=-104.82144927978516&distance=1000&callback=myJsonpCallback,Smoky Hill & Buckley,16796 E Smoky Hill Road,Centennial,CO,80015,BRCH06180619,303-627-5640,39.626129,-104.792824,9:00am - 5:00pm Mon - Thu 9:00am - 6:00pm Fri 9:00am - 12:00pm Sat,USA,branch
key.com,https://www.key.com/loc/DirectorServlet?action=getEntities&entity=BRCH&entity=ATM&entity=MCD&lat=38.833797454833984&lng=-104.82144927978516&distance=1000&callback=myJsonpCallback,Loaf N Jug,26067 Conifer Rd,Conifer,CO,80433,ATMKR002524,<MISSING>,39.541789,-105.297777,12:00am - 12:00am Sun-Sat,USA,ATM
key.com,https://www.key.com/loc/DirectorServlet?action=getEntities&entity=BRCH&entity=ATM&entity=MCD&lat=38.833797454833984&lng=-104.82144927978516&distance=1000&callback=myJsonpCallback,Walgreens,123 E Belleview Ave,Englewood,CO,80113,ATMWL002423,<MISSING>,39.624573,-104.986705,12:00am - 12:00am Sun-Sat,USA,ATM
key.com,https://www.key.com/loc/DirectorServlet?action=getEntities&entity=BRCH&entity=ATM&entity=MCD&lat=38.833797454833984&lng=-104.82144927978516&distance=1000&callback=myJsonpCallback,Target,16910 E Quincy Ave,Aurora,CO,80015,ATMA734,<MISSING>,39.636207,-104.790402,12:00am - 12:00am Sun-Sat,USA,ATM
key.com,https://www.key.com/loc/DirectorServlet?action=getEntities&entity=BRCH&entity=ATM&entity=MCD&lat=38.833797454833984&lng=-104.82144927978516&distance=1000&callback=myJsonpCallback,As & Dc Conoco,16920 E Quincy Ave,Aurora,CO,80015,ATMP337567,<MISSING>,39.638101,-104.789878,12:00am - 12:00am Sun-Sat,USA,ATM
key.com,https://www.key.com/loc/DirectorServlet?action=getEntities&entity=BRCH&entity=ATM&entity=MCD&lat=38.833797454833984&lng=-104.82144927978516&distance=1000&callback=myJsonpCallback,Belleview West at Santa Fe,2950 W Belleview Ave,Littleton,CO,80123,ATMKB0748,<MISSING>,39.623604,-105.022484,24 Hour Access,USA,ATM
